gbifID,eventDate,year,stateProvince,species,genus,family,occurrenceID,region_code,geoc_maj,cl_pent,dep_sur,cl_drai,cl_haut,type_couv,origine,an_origine,perturb,an_perturb,ty_couv_et,densite,cl_age_et,tree_cover,richness_index,shannon_index
4172086654,2023-08-04T11:14:30,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/176777574,31H,"-295094,15+136118,61",D,1AY,30.0,2,M,,,,,MR,75.0,VIN,"{'PB': 0.3, 'PU': 0.3, 'TO': 0.1, 'ES': 0.2, 'FT': 0.1}",5,1.5047882836811908
4172046993,2023-08-05T17:11:54,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/176849129,31H,"-289802,44+175300,90",B,1A,31.0,2,M,,,,,MF,75.0,JIN,"{'EO': 0.3, 'BJ': 0.2, 'BG': 0.1, 'ES': 0.1, 'SB': 0.2, 'EB': 0.1}",6,1.6957425341696346
4171823911,2023-07-29T11:56,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175650486,31H,"-363368,66+184775,02",D,1AY,30.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.5, 'HG': 0.2, 'BJ': 0.1, 'FR': 0.1, 'TA': 0.1}",5,1.3592367006650063
4171486436,2023-07-24T11:17:35,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/174895466,31H,"-323318,18+133134,82",A,2BD,30.0,2,F,,,,,F,85.0,JIN,"{'EO': 0.4, 'ES': 0.2, 'BJ': 0.1, 'FT': 0.1, 'PR': 0.1, 'RX': 0.1}",6,1.6094379124341
4171328587,2022-07-31T15:18:20,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/148537593,31H,"-345728,36+129310,28",A,2BD,30.0,1,F,,,,,F,95.0,JIN,"{'EO': 0.3, 'BJ': 0.2, 'FT': 0.2, 'ES': 0.1, 'PE': 0.1, 'RX': 0.1}",6,1.6957425341696346
4171292446,2021-08-03T10:24:32,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/89778889,31H,"-329415,65+150703,15",D,1AY,20.0,1,M,,,,,MM,75.0,VIN,"{'PU': 0.5, 'ES': 0.3, 'BJ': 0.1, 'EO': 0.1}",4,1.1682824501765625
4028742678,2011-09-10T14:31,2011,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/104838943,31H,"-293465,34+196080,73",B,5S,30.0,3,M,,,,,MM,65.0,VIN,"{'EB': 0.2, 'PU': 0.2, 'RX': 0.1, 'FT': 0.2, 'PE': 0.2, 'FH': 0.1}",6,1.7480673485460896
4028670924,2022-07-22T12:45:40,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/127409987,31H,"-296865,71+154405,90",B,1A,40.0,4,F,CT,1991.0,,,F,95.0,10,"{'BG': 0.5, 'EO': 0.2, 'FN': 0.1, 'FX': 0.1, 'RX': 0.1}",5,1.3592367006650063
4028656781,2022-08-29T13:42:28,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/132888572,31H,"-276123,40+207893,84",B,5A,40.0,2,M,,,,,MR,65.0,VIN,"{'PU': 0.5, 'RX': 0.1, 'ES': 0.2, 'EO': 0.1, 'PE': 0.1}",5,1.3592367006650063
3903596910,2022-08-25T13:42:21,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/133275097,31H,"-284131,22+186068,83",D,4GS,10.0,2,M,,,,,MR,75.0,VIN,"{'PU': 0.3, 'SB': 0.2, 'EU': 0.1, 'TO': 0.1, 'BJ': 0.2, 'EO': 0.1}",6,1.6957425341696346
3881523712,2022-07-27T10:37:02,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/128162965,31H,"-292881,81+143520,08",B,1A,40.0,2,M,,,,,MR,85.0,JIN,"{'PU': 0.2, 'TO': 0.2, 'PB': 0.1, 'SB': 0.1, 'EO': 0.3, 'FT': 0.1}",6,1.6957425341696346
3881418460,2022-07-03T11:19:14,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/124572480,31H,"-340767,23+126429,77",B,2BD,20.0,1,M,,,,,MM,85.0,JIN,"{'PU': 0.5, 'BJ': 0.2, 'EO': 0.2, 'PE': 0.1}",4,1.2206072645530173
3712623396,2021-08-04T09:54:41,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/89984785,31H,"-342460,18+127815,64",B,4GS,30.0,2,R,P,,,,R,65.0,30,"{'PR': 0.4, 'ML': 0.3, 'SB': 0.1, 'BJ': 0.1, 'ER': 0.1}",5,1.4184836619456564
3408057501,2021-08-02T15:21:34,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/89707930,31H,"-340767,23+126429,77",B,2BD,20.0,1,M,,,,,MM,85.0,JIN,"{'PU': 0.5, 'BJ': 0.2, 'EO': 0.2, 'PE': 0.1}",4,1.2206072645530173
2860181866,2020-08-29T14:36:34,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/57988659,31H,"-320358,82+132573,32",C,1A,31.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.6, 'BJ': 0.1, 'EO': 0.1, 'FR': 0.1, 'FT': 0.1}",5,1.2275294114572126
2856555817,2020-08-22T14:17:19,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/57253956,31H,"-323856,72+142026,35",B,4GS,30.0,2,M,,,,,MR,75.0,70,"{'SB': 0.3, 'EN': 0.2, 'PB': 0.1, 'PU': 0.1, 'BJ': 0.1, 'EO': 0.1, 'PE': 0.1}",7,1.8343719702816235
2579369068,2014-08-20T10:29,2014,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/39645910,31H,"-329216,08+150891,22",D,1AY,20.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.8, 'FR': 0.1, 'FT': 0.1}",3,0.639031859650177
1315084594,2016-09-09T10:23,2016,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,http://www.inaturalist.org/observations/4169074,31H,"-336753,92+139665,89",A,1A,30.0,1,F,,,,,F,95.0,VIN,"{'ES': 0.4, 'FT': 0.2, 'EO': 0.1, 'FR': 0.1, 'PE': 0.1, 'RX': 0.1}",6,1.6094379124341
4524905970,2022-07-16T16:42:58,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/126641625,31I,"-329243,42+317775,38",D,5S,20.0,1,F,BR,1923.0,,,F,85.0,90,"{'BJ': 0.6, 'BP': 0.1, 'ER': 0.1, 'PE': 0.1, 'SE': 0.1}",5,1.2275294114572126
4399883107,2023-08-19T11:15:44,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179178484,31I,"-401705,38+241828,39",A,2BD,20.0,1,M,,,,,MR,35.0,JIN,"{'PB': 0.6, 'RX': 0.1, 'EO': 0.1, 'FT': 0.1, 'FX': 0.1}",5,1.2275294114572126
4171952515,2023-07-23T17:35:37,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175753818,31I,"-410419,08+273443,39",B,2BE,30.0,2,R,,,EL,1985.0,R,55.0,VIN,"{'SB': 0.3, 'PB': 0.2, 'TO': 0.2, 'RX': 0.1, 'BP': 0.1, 'FT': 0.1}",6,1.6957425341696346
4171737889,2023-07-30T10:08:24,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175729198,31I,"-345128,31+299178,33",D,1AM,20.0,2,F,,,,,F,65.0,VIN,"{'ES': 0.3, 'EO': 0.2, 'PE': 0.2, 'BJ': 0.1, 'BP': 0.1, 'FT': 0.1}",6,1.6957425341696346
4171734314,2007-08-17T11:36,2007,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/14391757,31I,"-323147,60+311340,46",D,1AM,20.0,2,F,,,,,F,75.0,90,"{'ES': 0.4, 'CR': 0.2, 'EO': 0.2, 'BJ': 0.1, 'HG': 0.1}",5,1.4708084763221112
4171732330,2007-08-17T11:36,2007,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/25687922,31I,"-324918,62+314411,12",F,1A,21.0,1,F,,,,,F,75.0,VIN,"{'PE': 0.5, 'BP': 0.2, 'BJ': 0.1, 'RX': 0.1, 'SE': 0.1}",5,1.3592367006650063
4171263396,2020-08-26T13:44:48,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/58062180,31I,"-325136,98+283398,43",F,5S,10.0,2,F,,,,,F,75.0,JIN,"{'ES': 0.4, 'PE': 0.3, 'EO': 0.2, 'FT': 0.1}",4,1.2798542258336674
4171170343,2020-08-26T13:40:11,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/58061916,31I,"-325136,98+283398,43",F,5S,10.0,2,F,,,,,F,75.0,JIN,"{'ES': 0.4, 'PE': 0.3, 'EO': 0.2, 'FT': 0.1}",4,1.2798542258336674
4162362429,2023-07-13T17:47:10,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/172770566,31I,"-402908,21+244004,17",A,2BD,20.0,2,F,,,,,F,65.0,JIN,"{'ES': 0.3, 'CR': 0.2, 'EO': 0.2, 'FR': 0.1, 'FT': 0.1, 'PU': 0.1}",6,1.6957425341696346
4028823792,2022-08-04T11:51:53,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/129421993,31I,"-407613,47+246904,21",C,1A,30.0,4,F,,,,,F,95.0,30,"{'FT': 0.7, 'BP': 0.1, 'FN': 0.1, 'PE': 0.1}",4,0.9404479886553263
2856636191,2020-08-25T09:16:13,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/57538586,31I,"-422008,14+268566,18",D,2A,20.0,1,M,BR,1900.0,,,MR,75.0,110,"{'PB': 0.3, 'PR': 0.3, 'SB': 0.1, 'PE': 0.2, 'BP': 0.1}",5,1.5047882836811908
2850611982,2020-08-01T12:05,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/55174559,31I,"-404508,51+271931,18",D,2BE,30.0,2,R,,,EL,1986.0,R,85.0,VIN,"{'SB': 0.3, 'EU': 0.2, 'PB': 0.2, 'EB': 0.1, 'TO': 0.1, 'BP': 0.1}",6,1.6957425341696346
1701558144,2017-08-09,2017,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,UdeM:CMMF:Blitz2017:134,31I,"-353452,72+267526,33",D,5SY,20.0,1,F,,,,,F,95.0,VIN,"{'FT': 0.5, 'ES': 0.3, 'EO': 0.1, 'FI': 0.1}",4,1.1682824501765625
4172116147,2023-07-29T13:33,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175836419,31J,"-505510,61+275071,65",C,1A,30.0,2,M,,,,,MM,85.0,JIN,"{'PU': 0.4, 'SB': 0.1, 'BJ': 0.4, 'PE': 0.1}",4,1.1935496040981333
4171747059,2023-07-29T14:31:10,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175954444,31J,"-506809,75+274743,16",D,1AY,30.0,1,F,,,CP,1978.0,F,85.0,VIN,"{'ES': 0.5, 'BJ': 0.3, 'PU': 0.2}",3,1.0296530140645737
4171392659,2023-07-21T14:31:14,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/174182559,31J,"-453764,47+245430,72",D,1A,30.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.3, 'BJ': 0.2, 'BP': 0.1, 'EO': 0.1, 'HG': 0.1, 'SB': 0.2}",6,1.6957425341696346
4171254341,2019-07-20T15:09:17,2019,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/29207642,31J,"-461102,48+277473,70",D,2AE,20.0,1,F,,,,,F,85.0,VIN,"{'BJ': 0.4, 'ES': 0.3, 'EO': 0.1, 'RX': 0.1, 'SB': 0.1}",5,1.4184836619456564
4153964100,2022-07-07T15:18,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/171253943,31J,"-425621,51+264214,37",D,1AY,20.0,2,F,,,CPM,2009.0,F,75.0,JIN,"{'ES': 0.4, 'PE': 0.3, 'BP': 0.2, 'EO': 0.1}",4,1.2798542258336674
4153862193,2022-07-07T14:36,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/171253942,31J,"-425273,95+264228,80",D,1AY,30.0,2,M,,,,,MF,85.0,JIN,"{'BP': 0.3, 'EO': 0.2, 'BJ': 0.1, 'PE': 0.1, 'SB': 0.2, 'EU': 0.1}",6,1.6957425341696346
4080658502,2021-07-27T11:30:40,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/148536702,31J,"-509333,76+246607,19",A,3AN,30.0,2,M,,,,,MF,85.0,VIN,"{'ES': 0.4, 'BJ': 0.3, 'EU': 0.1, 'PU': 0.1, 'RX': 0.1}",5,1.4184836619456564
4009841628,2022-08-21,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/143457379,31J,"-544107,04+293315,64",B,2BE,20.0,1,F,BR,1940.0,,,F,75.0,70,"{'PE': 0.5, 'BP': 0.2, 'EO': 0.1, 'PB': 0.1, 'SB': 0.1}",5,1.3592367006650063
2862496064,2020-09-05T14:56:35,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/58867939,31J,"-492490,56+273679,44",C,1A,30.0,2,M,,,,,MF,85.0,VIN,"{'BJ': 0.3, 'FI': 0.2, 'ES': 0.1, 'FO': 0.1, 'PU': 0.1, 'RX': 0.1, 'SB': 0.1}",7,1.8343719702816235
1914200158,2018-09-15T14:09:12,2018,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/16618096,31J,"-458322,64+285155,16",B,2A,30.0,2,R,,,,,R,55.0,90,"{'EU': 0.3, 'SB': 0.3, 'EB': 0.1, 'EN': 0.1, 'TO': 0.1, 'FX': 0.1}",6,1.6434177197931796
4921715034,2024-08-04T11:40:34,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/233730075,31K,"-688549,72+279434,41",D,1AY,30.0,3,F,CT,1986.0,,,F,95.0,JIN,"{'ES': 0.4, 'PE': 0.3, 'FT': 0.1, 'PB': 0.1, 'RX': 0.1}",5,1.4184836619456564
