gbifID,eventDate,year,stateProvince,species,occurrenceID,region_code,geoc_maj,cl_pent,dep_sur,cl_drai,cl_haut,type_couv,origine,an_origine,perturb,an_perturb,ty_couv_et,densite,cl_age_et,tree_cover,richness_index,shannon_index
4405573404,2023-08-27T17:49:37,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/180523417,31G,"-578720,08+201785,84",D,1AY,30.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.5, 'CR': 0.2, 'FI': 0.1, 'FT': 0.1, 'TA': 0.1}",5,1.3592367006650063
4400083523,2023-08-20T14:57,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/179461671,31G,"-572607,40+187399,60",A,R5A,30.0,2,F,,,CP,,F,85.0,VIN,"{'ES': 0.2, 'FI': 0.2, 'FT': 0.2, 'EO': 0.1, 'FR': 0.1, 'HG': 0.1, 'SB': 0.1}",7,1.8866967846580782
4399938969,2023-08-18T08:56:32,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/178980273,31G,"-554175,38+236638,71",D,5S,20.0,2,F,,,CP,,F,75.0,JIN,"{'EO': 0.3, 'BP': 0.2, 'ES': 0.2, 'FT': 0.2, 'SE': 0.1}",5,1.5571130980576458
4399937315,2015-06-20T10:38:18,2015,Québec,Mycena leaiana,https://www.inaturalist.org/observations/28208461,31G,"-584066,93+207630,51",D,1AM,20.0,1,F,,,,,F,85.0,VIN,"{'ES': 0.5, 'CR': 0.3, 'FT': 0.1, 'HG': 0.1}",4,1.1682824501765625
4177128022,2023-08-12T10:26,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/178262929,31G,"-583060,24+202891,44",C,1AY,20.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.6, 'CR': 0.2, 'FT': 0.1, 'TA': 0.1}",4,1.0888999753452235
4171281316,2019-06-20T09:33:18,2019,Québec,Mycena leaiana,https://www.inaturalist.org/observations/27321519,31G,"-571305,13+196873,76",A,5A,30.0,2,M,,,,,MR,65.0,JIN,"{'PR': 0.3, 'PB': 0.1, 'RX': 0.1, 'SE': 0.1, 'ER': 0.2, 'BJ': 0.1, 'FT': 0.1}",7,1.8343719702816235
4145504639,2023-06-23T11:06:56,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/169445903,31G,"-579026,58+201171,14",D,1AY,30.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",4,0.9404479886553263
4145487002,2023-07-01T12:43:23,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/170539567,31G,"-440342,56+186175,71",C,1A,30.0,1,F,,,,,F,95.0,VIN,{'ES': 1.0},1,-0.0
4145443333,2021-09-06T12:30:31,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/93904353,31G,"-579050,63+201391,26",D,1A,40.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.6, 'BJ': 0.1, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",5,1.2275294114572126
4145319786,2023-06-24T12:21:14,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/169199202,31G,"-432529,45+226921,06",F,R,0.0,2,M,,,,,MF,65.0,VIN,"{'CR': 0.4, 'BP': 0.2, 'ER': 0.1, 'PB': 0.2, 'RX': 0.1}",5,1.4708084763221112
