Occurrences,Scientific name,Kingdom,Phylum,Class,Order,Family,Genus,Species
19,Gliophorus irrigatus (Pers.) A.M.Ainsw. & P.M.Kirk,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,Gliophorus irrigatus
19,Gyroporus castaneus (Bull.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gyroporaceae,Gyroporus,Gyroporus castaneus
18,Phellinus piceinus (Peck) Pat.,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus piceinus
18,Sebacina incrustans (Pers.) Tul. & C.Tul.,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina incrustans
18,Cortinarius torvus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius torvus
18,Cortinarius croceus (Schaeff.) Gray,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius croceus
18,Infundibulicybe squamulosa (Pers.) Harmaja,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Infundibulicybe,Infundibulicybe squamulosa
18,Gymnopilus penetrans (Fr.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus penetrans
18,Rhodotus palmatus (Bull.) Maire,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhodotus,Rhodotus palmatus
18,Lentinellus cochleatus (Pers.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus,Lentinellus cochleatus
18,Myxarium nucleatum Wallr.,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,Myxarium nucleatum
18,Clavulinopsis laeticolor (Berk. & M.A.Curtis) R.H.Petersen,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,Clavulinopsis laeticolor
18,Pluteus longistriatus (Peck) Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus longistriatus
18,Melanoleuca fumosolutea (Peck) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Melanoleuca fumosolutea
18,Amanita abrupta Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita abrupta
18,Lactarius hygrophoroides Berk. & M.A.Curtis,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hygrophoroides
18,"Helvellosebacina concrescens (Schwein.) Oberw., Garnica & K.Riess",Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Helvellosebacina,Helvellosebacina concrescens
18,Phellinopsis conchata (Pers.) Y.C.Dai,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinopsis,Phellinopsis conchata
18,Pseudosperma rimosum (Bull.) Matheny & Esteve-Rav.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pseudosperma,Pseudosperma rimosum
17,Clavariadelphus ligula (Schaeff.) Donk,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Clavariadelphaceae,Clavariadelphus,Clavariadelphus ligula
17,Thelephora terrestris Ehrh.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora terrestris
17,Alloclavaria purpurea (O.F.Müll.) Dentinger & D.J.McLaughlin,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Alloclavaria,Alloclavaria purpurea
17,Cortinarius semisanguineus (Fr.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus
17,Laccaria striatula (Peck) Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria striatula
17,Hebeloma crustuliniforme (Bull.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma crustuliniforme
17,Lepiota clypeolaria (Bull.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota clypeolaria
17,Clitocybula familia (Peck) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Clitocybula,Clitocybula familia
17,"Meiorganum curtisii (Berk.) Singer, J.García & L.D.Gómez",Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Meiorganum,Meiorganum curtisii
17,Russula decolorans (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula decolorans
17,Russula puellaris Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula puellaris
17,Stereum hirsutum (Willd.) Pers.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum hirsutum
17,Exidia recisa (Ditmar) Fr.,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia recisa
17,Cytidia salicina (Fr.) Burt,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Vuilleminiaceae,Cytidia,Cytidia salicina
17,Sphaerobolus stellatus Tode,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Sphaerobolus,Sphaerobolus stellatus
17,"Boletus subvelutipes Peck, 1889",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus subvelutipes
17,Cyptotrama chrysopepla (Berk. & M.A.Curtis) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cyptotrama,Cyptotrama chrysopepla
17,Neoalbatrellus caeruleoporus (Peck) Audet,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,Neoalbatrellus,Neoalbatrellus caeruleoporus
17,Aureoboletus russellii (Frost) G.Wu & Zhu L.Yang,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,Aureoboletus russellii
17,Cortinarius lucorum (Fr.) E.Berger,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius lucorum
17,"Fuscopostia fragilis (Fr.) B.K.Cui, L.L.Shen & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,,Fuscopostia,Fuscopostia fragilis
17,Podofomes mollis (Sommerf.) Gorjón,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Podofomes,Podofomes mollis
16,Hydnellum peckii Banker,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum peckii
16,Pleurotus dryinus (Pers.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus dryinus
16,Mycena sanguinolenta (Alb. & Schwein.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena sanguinolenta
16,Inocybe dulcamara (Pers.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe dulcamara
16,Cortinarius flexipes (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius flexipes
16,Cortinarius delibutus Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius delibutus
16,Bovista plumbea Pers.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista plumbea
16,Leucoagaricus americanus (Peck) Vellinga,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus americanus
16,Cyanosporus caesius (Schrad.) McGinty,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cyanosporus,Cyanosporus caesius
16,Jahnoporus hirtus (Cooke) Nuss,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,Jahnoporus,Jahnoporus hirtus
16,Crepidotus mollis (Schaeff.) Staude,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,Crepidotus mollis
16,Tricholoma terreum (Schaeff.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma terreum
16,Tricholoma imbricatum (Fr.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma imbricatum
16,Lepista nuda (Bull.) Cooke,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista nuda
16,Agaricus campestris L.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus campestris
16,Lactarius tabidus Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius tabidus
16,Lactarius uvidus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius uvidus
16,Lactarius gerardii Peck,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius gerardii
16,"Leucocybe candicans (Pers.) Vizzini, P.Alvarado, G.Moreno & Consiglio",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocybe,Leucocybe candicans
16,Hygrocybe parvula (Peck) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe parvula
16,Cortinarius malachius (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius malachius
16,Cerioporus leptocephalus (Jacq.) Zmitr.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cerioporus,Cerioporus leptocephalus
16,Neoantrodia serialis (Fr.) Audet,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Neoantrodia,Neoantrodia serialis
16,Inosperma calamistratum (Fr.) Matheny & Esteve-Rav.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inosperma,Inosperma calamistratum
16,"Calcipostia guttulata (Sacc.) B.K.Cui, L.L.Shen & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,,Calcipostia,Calcipostia guttulata
16,Thaxterogaster multiformis (Fr.) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,Thaxterogaster multiformis
16,Pseudospongipellis delectans (Peck) Y.C.Dai & Chao G.Wang,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Pseudospongipellis,Pseudospongipellis delectans
16,"Rigidonotus glomeratus (Peck) Y.C.Dai, F.Wu, L.W.Zhou, Vlasák & B.K.Cui",Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Rigidonotus,Rigidonotus glomeratus
15,Hydnoporia olivacea (Schwein.) Teixeira,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hydnoporia,Hydnoporia olivacea
15,Phellinus lundellii Niemelä,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus lundellii
15,Mycena acicula (Schaeff.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena acicula
15,Cortinarius raphanoides (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius raphanoides
15,Cortinarius biformis Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis
15,"Coprinellus verrucispermus (Joss. & Enderle) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus verrucispermus
15,Mycetinis scorodonius (Fr.) A.W.Wilson & Desjardin,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Mycetinis,Mycetinis scorodonius
15,Baeospora myosura (Fr.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Baeospora,Baeospora myosura
15,Cuphophyllus lacmus (Schumach.) Bon,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus lacmus
15,Hygrophorus olivaceoalbus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus olivaceoalbus
15,Entoloma rhodopolium (Fr.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma rhodopolium
15,Phlebia coccineofulva Schwein.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia coccineofulva
15,Russula xerampelina (Schaeff.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula xerampelina
15,Russula aquosa Leclair,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula aquosa
15,Simocybe centunculus (Fr.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Simocybe,Simocybe centunculus
15,Hygrocybe acutoconica (Clem.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe acutoconica
15,Entoloma subsinuatum Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma subsinuatum
15,Cortinarius corrugatus Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius corrugatus
15,"Leccinum insolens A.H.Sm., Thiers & Watling",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum insolens
15,"Leccinum snellii A.H.Sm., Thiers & Watling",Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum snellii
15,Suillus acidus (Peck) Singer,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus acidus
15,Tubaria confragosa (Fr.) Harmaja,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,Tubaria confragosa
15,Crepidotus cinnabarinus Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,Crepidotus cinnabarinus
15,Pluteus plautus (Weinm.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus plautus
15,Tricholoma columbetta (Fr.) P.Kumm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma columbetta
15,Tricholoma argyraceum (Bull.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma argyraceum
15,Cyathus stercoreus (Schwein.) De Toni,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cyathus,Cyathus stercoreus
15,Lactarius repraesentaneus Britzelm.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius repraesentaneus
15,Sistotrema confluens Pers.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema confluens
15,Cortinarius sanguineus (Wulfen) Gray,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sanguineus
15,Tricholoma acerbum (Bull.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma acerbum
15,"Protostropharia semiglobata (Batsch) Redhead, Moncalvo & Vilgalys",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Protostropharia,Protostropharia semiglobata
15,Cortinarius brunneus (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius brunneus
15,Entoloma formosum (Fr.) Noordel.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma formosum
15,Lactarius vietus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius vietus
15,Russula adusta (Pers.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula adusta
15,Picipes melanopus (Pers.) Zmitr. & Kovalenko,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Picipes,Picipes melanopus
15,Cortinarius tinctorum Bidaud & Carteret,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tinctorum
15,"Rhodofomes cajanderi (P.Karst.) B.K.Cui, M.L.Han & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Rhodofomes,Rhodofomes cajanderi
15,Cortinarius bolaris (Pers.) Zawadzki,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bolaris
15,Poriella subacida (Peck) C.L.Zhao,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Poriella,Poriella subacida
15,Cystoagaricus subamarus (A.H.Sm.) Voto,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Cystoagaricus,Cystoagaricus subamarus
14,Phellodon tomentosus (L.) Banker,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Phellodon,Phellodon tomentosus
14,Hydnellum aurantiacum (Batsch) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum aurantiacum
14,Hydnellum scrobiculatum (Fr.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum scrobiculatum
14,Hohenbuehelia angustata (Berk.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,Hohenbuehelia angustata
14,Plicatura nivea (Fr.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,Plicatura,Plicatura nivea
14,Cortinarius claricolor (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius claricolor
14,Cortinarius anomalus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius anomalus
14,Gymnopilus sapineus (Fr.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,Gymnopilus sapineus
14,Crinipellis scabella (Alb. & Schwein.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis,Crinipellis scabella
14,"Hygrophorus camarophyllus (Alb. & Schwein.) Dumée, Grandjean & Maire",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus camarophyllus
14,Hygrophorus chrysodon (Batsch) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus chrysodon
14,Dichomitus squalens (P.Karst.) D.A.Reid,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dichomitus,Dichomitus squalens
14,Russula risigallina (Batsch) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula risigallina
14,Stereum sanguinolentum (Alb. & Schwein.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum sanguinolentum
14,Marasmius siccus (Schwein.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius siccus
14,Hygrophorus ponderatus Britzelm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus ponderatus
14,Entoloma luteum Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma luteum
14,Sarcodon imbricatus (L.) P.Karst.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Sarcodon,Sarcodon imbricatus
14,Mutinus elegans (Mont.) E.Fisch.,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Mutinus,Mutinus elegans
14,"Suillus tomentosus Singer, Snell & E.A.Dick",Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus tomentosus
14,Lepista irina (Fr.) H.E.Bigelow,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista irina
14,Melanoleuca brevipes (Bull.) Pat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Melanoleuca,Melanoleuca brevipes
14,Lycoperdon curtisii Berk.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon curtisii
14,Mycena subcaerulea Sacc.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena subcaerulea
14,Tricholoma odorum Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma odorum
14,Lactarius griseus Peck,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius griseus
14,Boletinus spectabilis (Peck) Murrill,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Boletinus,Boletinus spectabilis
14,Cortinarius glandicolor (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glandicolor
14,Panus neostrigosus Drechsler-Santos & Wartchow,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Panaceae,Panus,Panus neostrigosus
14,Loweomyces fractipes (Berk. & M.A.Curtis) Jülich,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Loweomyces,Loweomyces fractipes
14,Daedalea quercina (L.) Pers.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Daedalea,Daedalea quercina
14,Lactarius subdulcis (Pers.) Gray,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius subdulcis
14,Zhuliangomyces illinitus (Fr.) Redhead,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Zhuliangomyces,Zhuliangomyces illinitus
14,Cortinarius decipiens (Pers.) Zawadzki,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius decipiens
13,Phellinus prunicola (Murrill) Gilb.,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus prunicola
13,Inocutis rheades (Pers.) Fiasson & Niemelä,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Inocutis,Inocutis rheades
13,Clavariadelphus truncatus Donk,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Clavariadelphaceae,Clavariadelphus,Clavariadelphus truncatus
13,Polyozellus multiplex (Underw.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Polyozellus,Polyozellus multiplex
13,Chroogomphus rutilus (Schaeff.) O.K.Mill.,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,Chroogomphus,Chroogomphus rutilus
13,Xeromphalina tenuipes (Schwein.) A.H.Sm.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina tenuipes
13,Cortinarius camphoratus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius camphoratus
13,Cortinarius obtusus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius obtusus
13,Pholiota lignicola (Peck) Jacobsson,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota lignicola
13,Pholiota populnea (Pers.) Kuyper & Tjall.-Beuk.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota populnea
13,Cystodermella cinnabarina (Alb. & Schwein.) Harmaja,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystodermella,Cystodermella cinnabarina
13,Rhizomarasmius pyrrhocephalus (Berk.) R.H.Petersen,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhizomarasmius,Rhizomarasmius pyrrhocephalus
13,Hygrophorus agathosmus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus agathosmus
13,Hygrophorus russula (Schaeff. ex Fr.) Kauffman,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus russula
13,Entoloma serrulatum (Fr.) Hesler,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma serrulatum
13,Stereum subtomentosum Pouzar,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum subtomentosum
13,Exidia repanda Fr.,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,Exidia repanda
13,Hydnum umbilicatum Peck,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum umbilicatum
13,Fuscoboletinus weaverae A.H.Sm. & Shaffer,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Fuscoboletinus,Fuscoboletinus weaverae
13,Hygrophorus ligatus Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus ligatus
13,Hygrocybe squamulosa (Ellis & Everh.) Arnolds,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe squamulosa
13,Entoloma bicolor Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma bicolor
13,Cortinarius impolitus Kauffman,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius impolitus
13,"Russula compacta Frost, 1879",Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula compacta
13,Russula peckii Singer,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula peckii
13,Kuehneromyces marginellus (Peck) Redhead,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Kuehneromyces,Kuehneromyces marginellus
13,Suillus brevipes (Peck) Kuntze,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus brevipes
13,Pluteus petasatus (Fr.) Gillet,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus petasatus
13,Tricholoma fulvum (DC.) Bigeard & H.Guill.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma fulvum
13,Trichaptum fuscoviolaceum (Ehrenb.) Ryvarden,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,Trichaptum,Trichaptum fuscoviolaceum
13,Lactarius trivialis (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius trivialis
